name,type,latitude,longitude
OS CRUCEA DEPOZIT LESU,LOG,47.322558,25.627525
Exploami Ionut SRL,LOG,47.637463,24.514775
Luca Trans SRL,LOG,47.784692,24.269975
Lacul Codrilor si Alredia Vidra,LOG,46.332485,22.483895
Depozit,LOG,45.855097,25.943187
Explosiv Group Remetea,LOG,46.79444,25.445279
OS Valea Hategului Ciula Mare,LOG,45.592612,22.82385
Erdarcom Ciucsangeorgiu,LOG,46.332041,25.965015
Sacel Depozit PDL,LOG,47.631795,24.46448
PDL Leordina,LOG,47.782522,24.263432
1Mari si Mada Depozit Zarnesti,LOG,45.56237,25.366853
Balindru Voineasa,LOG,45.412217,23.965959
Bae Forex Lemnia,LOG,46.085283,26.266617
Wood Explo Forest Dumitresti,LOG,45.56191169,26.89105677
Lemnplai,LOG,47.92384,25.62818
Lemnplai 2,LOG,47.93376,25.63499
Horber Mezies,LOG,46.655806,22.385834
Timlem,LOG,47.799998,23.742272
Euromilalex 2,LOG,47.654492,24.516917
OCT TRANS Chisindia,LOG,46.279549,22.08018
Austroforest  Depozit Prisaca Dornei,LOG,47.539533,25.658243
Nelprodex,LOG,46.992582,25.839157
Alin Mar Forest ,LOG,46.55225,26.465378
OS Bacau,LOG,46.33081,27.012634
Nim Prodcom,LOG,45.312714,24.511023
Timfel Trans,LOG,45.519492,22.378947
Way Serv Trans ,LOG,47.828408,24.21203
OS Valea Ierii,LOG,46.629456,23.307219
Rif Debit Fin,LOG,45.426405,25.248311
TIBLES CONSTRUCT ,LOG,47.498134,24.068696
SUSPENDAT Ema Silva Vintu de Jos,LOG,45.973416,23.462918
Dancris Lemn ,LOG,47.656034,24.618803
Danciu Danut,LOG,45.486387,26.257373
Banya,LOG,45.938862,26.262064
Nic Exploforest,LOG,47.915478,25.460654
Tracolemn,LOG,47.15778,25.821208
Povasid,LOG,46.855865,24.765553
Raly Forest ,LOG,46.64121,26.51359
Danada Forexpo,LOG,45.502344,23.115954
Blidari ,LOG,47.65185,23.593525
Expo Patrik Generaly ,LOG,45.35738635,24.50412998
Austro Somes Trading Seini,LOG,47.768619,23.29076
Ludfor Tau  temporar,LOG,45.69025,23.61861
Biaforest Sapanta,LOG,47.972075,23.699104
Dobra Albac,LOG,46.358737,23.040777
OS Borsec Dep Corbu,LOG,47.04303,25.62323
Gabrys ,LOG,47.5389442,25.5093065
Bamcot ,LOG,46.54276,26.11177
Silvacom Orlat,LOG,45.760408,23.962299
Exploatarea Forestiera,LOG,46.221963,25.623713
Tom Tara,LOG,45.447651,23.308684
Atlantis 2,LOG,47.661358,24.478313
Dancris Lemn 2,LOG,47.631455,24.260011
Grand Leo,LOG,45.289608,24.51781
Serotina Remeti Lesu,LOG,46.763887,22.564658
Nicofaiv 2007,LOG,46.161747,26.730831
Fagus Forest Prod,LOG,45.323662,25.994093
OS Tulghes 2,LOG,46.864095,25.68155
Saugib Brisev,LOG,45.767504,23.643689
Mirelana,LOG,47.196812,26.050701
Silvapil,LOG,47.578227,25.332903
Queen Spedition,LOG,45.564654,25.4586
CRYS MAR EXCLUSIV Vidraru,LOG,45.363868,24.626868
Steflucil Dep Vanatori,LOG,47.227395,26.270429
Madbra,LOG,45.269875,24.780784
Lemn Hyl,LOG,46.6719351,22.3616796
Luc For Construct,LOG,45.206009,26.851709
Ciciou Forest,LOG,47.837242,23.295601
Timlem,LOG,47.756157,24.174372
Soimul General,LOG,45.3152207,24.5105447
Mezsilv ,LOG,47.572541,25.093072
Viciland Forest ,LOG,45.304288,25.06914
OS Comandau Depozit Gyula,LOG,45.710369,26.307039
OS Borsec Depozit Bilbor,LOG,47.081956,25.488485
Galata Com,LOG,45.291648,26.035217
Nol Wood,LOG,46.7896191,24.7302678
Selemen Holzbau,LOG,46.426976,25.387375
Papi Dragos ,LOG,46.82771,26.138904
Forea Paltinis,LOG,46.499367,26.376379
RG Holz Company SRL,LOG,47.714416,24.439769
Motoc Trans Com,LOG,47.6791,25.54644
Explo Kedra,LOG,47.71023,25.610922
Liliodendron Dep Gura Glodului,LOG,47.146401,25.486951
Ratnyk Comanesti,LOG,46.424746,26.419845
OS Gura Humorului,LOG,47.618801,25.82991
Cosnicfor,LOG,47.59558,25.85979
Tutu Company Asau,LOG,46.548062,26.352624
OS Vatra Dornei Gura Haitii,LOG,47.192372,25.251362
OS Moinesti,LOG,46.475528,26.469896
Faraon Forest,LOG,47.719753,24.47455
Carmo Forest,LOG,46.54927,26.35288
OS Malini ,LOG,47.4196951,25.9199428
Leordina Depozit PDL,LOG,47.781888,24.265405
Austro Somes Trading Remeti temporar,LOG,46.775997,22.573703
Mimafor,LOG,47.455512,25.766114
RG Holz Company,LOG,47.698417,24.441675
Gatermag Company,LOG,47.576537,26.05334
Soimul General Suici,LOG,45.251187,24.53363
Biomasa Energy Lemn depozit Darmoxa,LOG,47.185002,25.552499
V G Forest,LOG,45.440539,26.309278
Tutu Company Asau 2,LOG,46.515657,26.363227
Marsik Wood Barcani,LOG,45.674988,26.061412
Silkamen Woods,LOG,46.203306,26.567327
OS Marginea,LOG,47.793207,25.770294
OS Marginea  depozit 2,LOG,47.839529,25.767166
OS Stulpicani depozit 2,LOG,47.466478,25.679339
Piu Com Asau,LOG,46.5018,26.373904
Vecovas Srl,LOG,47.540368,25.508346
OS Iacobeni Depozit,LOG,47.516489,25.220411
Alpina Iezer Forest ,LOG,47.064218,25.490989
OS Moldovita Depozit Argel,LOG,47.757458,25.433189
OS Comanesti depozit Comanesti,LOG,46.435466,26.386528
New Nick,LOG,47.073176,26.041186
Danada Sebes temp.,LOG,45.958777,23.552877
Luka Hom,LOG,46.534091,26.364033
Di Holz Consulting,LOG,47.1915764,25.8056748
Cetinita,LOG,47.877443,25.614916
Greifer,LOG,46.511899,26.366423
Rapid Forest OFFA,LOG,46.384119,26.166782
Mincospet,LOG,46.845011,26.14388
Elysab Green,LOG,47.369763,25.452554
OS Breaza,LOG,47.744716,25.18198
Twister Shop PetroDany Dragoiasa,LOG,47.154732,25.445041
Explosilva Paltinis,LOG,45.456554,26.368973
OS Toplita Depozit 1,LOG,46.851915,25.298188
Exploatarea Forestiera Vlahita,LOG,46.358758,25.547053
Lavina Silva Fruct,LOG,47.228406,26.091258
Copaco,LOG,47.722491,25.555184
OCT Trans Dej,LOG,47.132911,23.901105
OS Tarcau,LOG,46.841632,26.143878
OS Tulghes Fighes,LOG,46.857776,25.682466
Real Doc Forest Depozit Vintu,LOG,45.990559,23.50486
Vox Green ,LOG,45.291325,25.996134
OS Borsec Runculet,LOG,47.033605,25.630699
Steflucil Dep Boboiesti,LOG,47.265182,25.997428
Mir Transcom,LOG,45.505833,23.123652
Timlem 5,LOG,47.627335,23.80819
Turculet Srl,LOG,47.767138,25.446112
Mario Forest Rau Sadului,LOG,45.626503,24.059868
Darmex impex 2,LOG,46.423813,26.42253
Mario Forest Talmaciu,LOG,45.689999,24.252793
Rimbu Forest,LOG,47.881813,25.61762
NELUsiMIRE,LOG,45.598471,22.957534
Horvath Carbo SRL,LOG,46.497151,25.353592
Bradul,LOG,44.927738,21.674327
Fejer Depozit ,LOG,45.930776,26.266114
Radyx Prod,LOG,47.655252,24.521615
Aly Complet Turism,LOG,45.371141,25.169561
OS Miercurea Sebes,LOG,45.942001,23.555862
1Goraco ,LOG,45.60942,25.996203
Cadima ,LOG,47.4984694,23.243279
ProiectArt 2007 Jaristea,LOG,45.791842,27.076886
Liliodendron Saru Dornei,LOG,47.288032,25.367584
Diamel,LOG,47.562316,25.743152
Aleman Comp 1 Inchis,LOG,45.428273,23.943267
Flutur Forest,LOG,47.6896335,25.5387044
Silvapin,LOG,47.21176,25.27874
Trans Luky,LOG,47.534747,25.800107
Bocan Silva,LOG,45.858437,26.151916
Iliuta Forest Company,LOG,45.46315731,23.42006483
Tredilrom,LOG,46.789885,26.602298
Versay,LOG,45.1533755,22.4042305
Ocolasul Mare,LOG,46.89008,26.126694
Ulmusa Prod,LOG,46.042618,26.750904
Relfor ,LOG,45.67613,26.026796
Dancris Lemn 3,LOG,47.698932,23.977797
Comp. Danesti,LOG,46.517896,25.755127
Borospyn,LOG,47.206801,25.758725
Eldolemn Finisaj,LOG,47.65321,25.11276
Austro Somes Trading Lunca Visagului,LOG,46.82883,22.76975548
Chirut Min,LOG,47.5944,25.61931
Forest Arpad,LOG,46.389832,25.309792
Valcostmir,LOG,47.390838,25.744005
Caruselul,LOG,47.398109,24.381362
Forest Elaviv Valea Stanii,LOG,47.522755,25.202305
Poiana Construct House,LOG,47.3455726,25.1786644
Albin Tery Trans Paraul Mare,LOG,46.764168,25.002654
Agro Montana,LOG,45.98965,23.505092
RMT 2000,LOG,47.779873,23.94527
Oniroxy,LOG,47.615041,25.637914
Anicve,LOG,47.368207,26.251075
Caruntu Forest,LOG,45.192547,23.913123
Padurea de Argint,LOG,47.59135,25.59475
Fintina Stanchii 2,LOG,47.643084,24.716362
Bandi Industry,LOG,45.560964,25.769337
Razvan Termo NIc,LOG,46.76981952,24.96110642
Oltnicmont Forest,LOG,45.231,24.82629
Aby Yna,LOG,47.19748,25.81044
Floranel,LOG,47.1853481,25.7951964
Taf Com Temporar Tusnad,LOG,46.174018,25.958686
Forest CRV,LOG,47.6601,23.705466
Pin Faget,LOG,47.264737,25.713403
Foril 2,LOG,47.524788,25.465466
1Composesorat Terko Tomesti,LOG,46.573927,25.817968
Nicoforest,LOG,47.638033,25.524989
1RS Mih Forest,LOG,46.27231,26.64703
TN AGA 2003,LOG,45.560767,27.126302
1Colcern,LOG,46.457018,26.269864
Mitica Lemn 2,LOG,47.111566,25.840915
Real Doc,LOG,45.80391,25.83943
Real Doc Forest Depozit Aiud,LOG,46.307338,23.734063
Horezu,LOG,47.002297,25.851062
Timex Construct ,LOG,45.6109,22.94534
Prodimar Impex Dofteana,LOG,46.32009,26.54815
Ciresul Forest Sloniceni,LOG,45.032061,24.296672
Grigoroaiafor,LOG,47.41403,26.04394
Ducancea Forest,LOG,45.59703,26.13693
Fluand Impex,LOG,45.5285163,22.4493921
Dragomir Prod,LOG,47.1406955,25.8592586
Lemn Hyl,LOG,46.6719351,22.3616796
Silmanfor,LOG,47.576625,25.873821
TILIANIS GREEN WOOD ,LOG,47.892767,23.438358
Agora Grup Bilbor,LOG,47.066326,25.46295
Alex Cora,LOG,47.900746,25.606942
Grand Silver Star,LOG,46.760183,25.0334565
Stefan Forest Sebes,LOG,45.974078,23.56107
Keviforest Cinod,LOG,46.311816,26.074587
Mintim,LOG,45.458765,23.442152
Picmag,LOG,47.896891,25.586568
Silva Forest Company 2 ,LOG,45.67672,24.21385
Muguras,LOG,47.268068,25.655044
Temoka Remlis,LOG,47.833993,24.477163
Lemacomprod,LOG,46.3652,25.548006
Nicfordav SRL temporar Gresu,LOG,45.940317,26.462748
Danfelvalbia,LOG,47.26908,25.65354
Construct Trans,LOG,45.48575,26.25598
Nitadin,LOG,47.21626,25.75861
Silva Urs,LOG,47.87403,25.42918
EUROCIP IMP EXP 2 Valea Draganului,LOG,46.894073,22.8281
Anserda,LOG,46.663599,22.290044
Forest CJV,LOG,47.9085961,25.4630846
First Elia Tom 2 Calimanesti,LOG,45.2319195,24.3410771
Mimi Mimi 52,LOG,47.619261,25.10671
Trebia Com Service,LOG,47.596399,24.953094
Dany Yanis,LOG,47.1145959,25.9366441
Valdo Forest Industries,LOG,47.10605,26.24301
Blaga Expo,LOG,47.721505,24.467868
Balasz E. Forestier,LOG,46.23754,26.11296
Forcondor,LOG,47.165465,25.799788
Cris Tin Exim,LOG,45.944816,26.483734
Costi Simcom,LOG,47.509155,25.229862
Megastar 2006,LOG,47.170725,25.79605
Elforyou,LOG,45.654167,26.086667
Cont Forest,LOG,45.737175,23.986434
Dutu Impex,LOG,45.79117,26.15455
Intertrans,LOG,45.788968,26.13153
Trabodany Forest,LOG,45.947194,26.490481
Gazdabolt IG Impex,LOG,46.14163,25.61425
Elekes Forest SRL,LOG,46.656741,25.553564
Cris  Tin Exim SRL,LOG,45.945672,26.485857
Sandel Com,LOG,47.2609852,25.6858128
Damar Wood ,LOG,45.253687,26.365062
Mitmarcom ,LOG,47.146898,25.485906
Gabi Exploforest ,LOG,46.077248,27.069073
Imperial PG 2 Baru,LOG,45.4719346,23.1673776
OS Borsec Dep Corbu 2,LOG,46.999665,25.692284
Agavas Transfor,LOG,47.25343,26.036053
Valiforest depozit temporar,LOG,47.038539,25.951917
Carpatic Tabor,LOG,46.881871,25.443576
Aleman Comp 2 Leurda,LOG,45.40821,23.978875
OS Falcau,LOG,47.839018,25.303511
Simon Universal,LOG,46.74198,25.546052
Bandris,LOG,47.575317,25.07565
Montana Forest Dep Gradinita CFR,LOG,47.3411,25.06622
Stejaris,LOG,46.976745,25.712627
OS Teliu Depozit temporar,LOG,45.5698,25.9936
Team Wood Construct Romanesti,LOG,47.406073,23.646922
Regis,LOG,46.895278,26.429632
Montana Forest Dep Bistra Muresului,LOG,46.9607417,24.9082804
Montana Forest Dep Floreni,LOG,47.3594379,25.2220023
Montana Iugan Dep Valea Stanii,LOG,47.5333812,25.1842266
Geoval Silva Mar,LOG,45.250943,24.651829
Rar Forest Depozit 2,LOG,45.923587,26.681881
RPLP Piatra Craiului,LOG,45.588457,25.347058
Recea Forest,LOG,46.868993,25.675363
OS Borsec dep Valea Seaca,LOG,47.049862,25.670788
OS Stulpicani dep 3,LOG,47.442813,25.763445
Exploatari Longa,LOG,47.834185,24.47681
Comservforest SRL,LOG,45.3247,25.728
Expo Forest ,LOG,45.142636,25.79608
Vicfor Dep. Rasnov,LOG,45.5883719,25.43301
Cos Val,LOG,46.63688,26.38381
Alfadin Casva,LOG,46.7822704,24.8781964
DINFOREST Casva,LOG,46.7822704,24.8781964
Larici SRL,LOG,46.545431,25.34649
Ayline,LOG,47.214785,25.69323
Craciun Trans,LOG,46.5201,26.190331
Rugman Transport,LOG,47.000471,25.627679
Vexel Brebu,LOG,47.445409,26.005124
Hogiu Forest,LOG,47.205173,24.661893
Ovidiu Forest,LOG,46.505309,26.370383
Olds Vladeasa,LOG,46.86025145,22.8688577
Ioanis Forest,LOG,45.805546,23.622603
Gregoprom,LOG,47.425018,24.902095
Adigal,LOG,47.207933,24.860265
Sofieli Construct,LOG,47.219717,24.684303
Gyk Forest Serv,LOG,45.3945,25.5425
OS Toplita dep temporar 1,LOG,46.873872,25.28875
Sirva Tour Manastirea Casin,LOG,46.164087,26.730107
Omb Production,LOG,46.478474,26.557101
Petrowood,LOG,46.425743,25.386013
Gyula Trans,LOG,46.586282,26.052976
Crinex Ret,LOG,45.146593,24.839671
Lovflor,LOG,45.364772,24.40356
Fine One Forest Trans,LOG,45.256134,25.036401
Ynato Cri Adri,LOG,47.197257,24.640417
Ben Angi Vas,LOG,47.833465,24.47773
Triscastim,LOG,47.208862,24.864724
Sor Gim,LOG,47.200845,24.778121
Forpent Est ,LOG,47.210343,24.854127
Cipy,LOG,47.215063,24.847443
Montana Iugan Dep Anies,LOG,47.416189,24.767289
Viotrifan,LOG,47.213207,24.691166
Carex,LOG,45.881539,25.798209
Timbut River Vulcanescu,LOG,47.598211,24.930483
Timbut River dep Borsa,LOG,47.63934,24.72844
Silva Anima Depozit Vintu de Jos ,LOG,45.990559,23.50486
Stalexana Forst,LOG,47.24862,26.050548
Fagmores Impex,LOG,47.455786,24.383314
Rapid Forest Depozit 3,LOG,46.350199,25.446111
Rhododendron,LOG,47.156447,24.961409
OS Borsec dep Paraul Savului,LOG,47.00413,25.666113
Forest Pragmatic Praid,LOG,46.557703,25.102847
Fagmores Impex Romuli,LOG,47.547014,24.437483
Austro Somes Trading D. Cheia,LOG,45.4849,25.9214
Palidia Forest D. Comarnic,LOG,45.227796,25.637448
Explo Cheia Rucar D. Sinca,LOG,45.69346127,25.16035783
Ulmusa Prod Dep. Temporar,LOG,46.014493,26.683437
Costi CBN,LOG,45.423544,23.358633
1Fortur Prod Dep. Rasnov,LOG,45.548855,25.497257
Ciresul Depozit Babeni,LOG,44.9531689,24.2382747
Selemen Holzbau Baile Chirului,LOG,46.300261,25.582341
Selemen Holzbau Padure Varsag,LOG,46.564498,25.339466
Timlem Sisesti,LOG,47.627186,23.808205
Green Golden Tur ,LOG,47.356786,24.988429
Ionex Acva Prod,LOG,45.195109,24.662831
Depozit Green Golden Tur,LOG,47.356786,24.988429
Lavione Tex Sovata,LOG,46.575586,25.079223
Fero Lemn Plast,LOG,46.338922,25.345637
Manelemn Dep. Intorsura Buzaului,LOG,45.677322,26.035253
Cerbul Montan,LOG,45.3630251,25.1675721
Transalpin 2008 ,LOG,45.159637,23.379169
Cov Spedition,LOG,45.042165,24.164212
Ovedex Invest,LOG,45.364605,24.008966
Denidari Trans dep Sandominic,LOG,46.571641,25.795754
Cioplei Forest,LOG,45.371141,25.169561
Transcojo ,LOG,47.865488,25.365538
Condimob Dep. Vulcan,LOG,45.635531,25.429378
Sebastian Industries,LOG,45.380094,24.719461
1Liban Forest ,LOG,46.580459,25.790396
Explopin Stana de Vale,LOG,46.6900633,22.5915452
Danmirlemn Prod,LOG,47.572259,24.412194
Albo Expo Trans,LOG,45.6358685,24.2590395
OS Comandau Dep. Papauti,LOG,45.775288,26.207693
Danmirelemn Prod Srl,LOG,47.572259,24.412194
Reeatib,LOG,47.763458,25.460506
Ovi Trans Fruct Montan,LOG,46.179563,22.7112508
Buna Natura Trans ,LOG,46.179423,22.711065
Aldona Trans Serv,LOG,45.83193398,22.9597515
Wood Bradu CO Dep. Capu Corbului,LOG,47.00048926,25.6276963
Putna Center Dep. Hagota,LOG,46.87067081,25.68207417
Dany Impex SRL Dep. Vlahita,LOG,46.36065123,25.54567926
Total BSF Eutrotrans,LOG,45.234217,25.02255
Rapid Forest Depozit Saros,LOG,46.318788,26.113877
Sesuri Molid,LOG,47.5962659,24.952961
Costi CBN Valea de Brazi,LOG,45.32248,23.096849
Geoval Silva Mar 2 Poienile Valsanului,LOG,45.3797213,24.7193965
Casico Conflemn ,LOG,45.1221214,24.8500901
Caty Dany Forst,LOG,45.58208,25.264783
Petrecica,LOG,47.841382,24.491533
Corola Eufrat SRL,LOG,45.3735964,25.1692994
Forest Pragmatic Mures,LOG,46.960979,24.907509
Dani Transport 2002,LOG,45.085529,24.8622619
Larix For,LOG,45.7598,25.64616
Danborcom,LOG,46.784291,24.790083
Vor Zakone 3,LOG,47.689784,24.733482
Cerbul Montan 2 Valea Argesului,LOG,45.339603,25.126624
Forest Land 2 Baraj Dragan,LOG,46.792611,22.716319
Szanto Veto ,LOG,46.38075624,25.3567898
1Mancor,LOG,45.70072351,25.46138736
Mar Davit,LOG,47.764729,25.271799
MARBLET EXPLO,LOG,47.684308,24.71265
Tesnita Prod Lemn,LOG,47.3730449,25.1512996
Logis Safe,LOG,46.973683,24.947182
Business Taurs,LOG,47.829402,24.399412
Asirex Musatesti,LOG,45.216735,24.779449
Agrozooindustriala,LOG,46.274853,22.33842
Brat Valms Service Tur,LOG,46.901034,24.80725
Robifor 2,LOG,46.492519,26.215709
Otto Silva Srl,LOG,47.4501878,24.885012
Vasimoli Silv Dep. Comarnic,LOG,45.221895,25.644723
Transforestcom,LOG,46.83974,25.90958
Vasimoli Silv ,LOG,45.221895,25.644723
Tehnoster Compact,LOG,45.476766,26.417093
Dany Lily Srl,LOG,47.257639,25.374448
Forest Land 3 Valea Ierii,LOG,46.604454,23.281974
Licandra Top,LOG,47.045356,25.490942
OS Falcau dep Tinosu,LOG,47.860804,25.299726
Woodbiz Forest Dep. Onesti,LOG,46.23442,26.73775
Lavione Tex Dep Lunca Bradului,LOG,46.954448,25.102327
Lavione Tex Lunca Bradului,LOG,46.954448,25.102327
Andromeda Pipirig,LOG,47.259667,26.000374
Dor Invest SRL,LOG,46.40769724,26.4616744
Lemn Logistic SRL,LOG,46.2684047,25.88317019
Pricoforest dep Targu Neamt,LOG,47.20881,26.413747
Royal Harvest SRL,LOG,45.67263283,26.01785252
Petmarks,LOG,47.525901,25.585246
Hanifa,LOG,45.75372,27.06425
Szabo Ikrek SRL,LOG,46.814618,25.507478
Nicdal,LOG,47.146279,25.486781
Dandafir dep. Dumitresti,LOG,45.55746,26.909261
Flob dep Argestru,LOG,47.368052,25.344875
Tim Gabriel Forbut,LOG,47.5976244,24.9608832
Dampi Pallets dep Argestru,LOG,47.372661,25.330208
Costi CBN Ponor,LOG,45.503337,23.118316
Costi CBN Hobita,LOG,45.4706534,23.0813821
Longa Explo Forest ,LOG,47.821572,24.449952
Longa Explo Forest ,LOG,47.821572,24.449952
Longa Explo Forest ,LOG,47.821572,24.449952
Silwald Proces,LOG,47.23612,26.07844
Kafor Padure,LOG,46.50989,25.314385
Keviforest Padure,LOG,46.2904,25.732092
Beloma Forest dep. Sandominic,LOG,46.58801,25.7776
Medix SRL,LOG,46.22428191,26.10448324
OS Marginea dep Soarec,LOG,47.774113,25.756372
Ionut Alexandru 2,LOG,47.632267,24.505958
Silvacom Saliste,LOG,45.799639,23.902428
Costica Company dep Capu Corbului,LOG,47.033856,25.631318
Anystef ,LOG,47.260091,26.034381
Globalserv Interwood,LOG,47.642335,24.583677
Opriavas SRL,LOG,45.95305524,26.49308635
Transforest Mis Baiesti,LOG,45.540568,23.008115
Luputrans 2,LOG,46.78151,24.730883
Nation Timber,LOG,47.760622,25.453396
Vor Zakone Viseu,LOG,47.7209,24.468859
Forest Gabyani ,LOG,47.1602357,25.8201945
Aida Best Construct Saliste VL,LOG,45.3534459,24.1296268
Mihral Business Oil,LOG,45.2210009,24.9442143
Ionesim Forest,LOG,45.76361,23.97838
Taszko Patak SRL,LOG,46.49722252,25.35351312
Liamold,LOG,47.52798,25.43337
Olar Trans Forest SRL,LOG,46.93504506,25.7499275
Expo Patrik Generaly 2 Curtea de Arges,LOG,45.1727226,24.6799164
Adriforest Top 2020,LOG,47.537364,25.382357
Productie Vinzare Nely dep. Zagon,LOG,45.77106458,26.11457369
Runcan ,LOG,47.238037,25.282422
Iulinel SRL,LOG,45.91166,26.92421
Vor Zakone CFF,LOG,47.714986,24.44073
Forest Land 4 Poarca,LOG,46.588549,23.625564
Rocosma,LOG,47.72666,23.78393
Betti Com Sandominic,LOG,46.571655,25.795452
Silva Anima Aiud,LOG,46.307338,23.734063
Tob Sax Poiana Marului,LOG,45.6139883,25.2938574
Bae Forex Targu Secuiesc,LOG,45.989733,26.134487
Ady Speed ForestLzr,LOG,45.26050913,24.52331196
Danada Forexpo PETRILA TAIA,LOG,45.456142,23.417312
Wolfex,LOG,45.349959,24.019839
Kady Forest Sib ,LOG,45.678926,24.334736
Marsilforest Vintu de Jos,LOG,45.9888678,23.5059644
Deralmat,LOG,47.283753,25.365372
Tavmet Exploatari Forestiere,LOG,46.493604,22.472858
Adelmur SRL,LOG,45.66766,26.056545
OS Geoagiu Depozit,LOG,45.902415,23.211216
OS Fantanele,LOG,46.656761,26.81264
Forest Funghi Bucova,LOG,45.513813,22.617977
Ganima Forest Tarcaia,LOG,46.648245,22.353879
BMG Transforest SRL,LOG,45.7915912,23.1997431
Piu Com,LOG,46.278152,26.597661
Dobos Talmaciu,LOG,45.669496,24.264466
Forest CRV dep 2,LOG,47.652115,23.600277
Pastravaria Izvorul Bratiei Autobaza,LOG,45.2240657,24.9484198
Florentina Iuli,LOG,47.5222843,25.2017893
Marytrans Cis Sadu,LOG,45.677098,24.225593
Dumitru Cofa,LOG,47.689412,24.732123
Hordouanu Impex,LOG,47.644715,24.713546
Des Lemn Scoreiu,LOG,45.755636,24.524279
Dancris Lemn Cisla,LOG,47.685623,24.791238
Palidia Forest Azuga,LOG,45.441009,25.575268
Selemen Holzbau Feketepatak,LOG,46.33182504,25.62655395
Forlemnman ,LOG,46.837204,22.640028
Sedomin Trans Breaza,LOG,45.18857455,25.66604749
Fagmores  Impex Spermezeu,LOG,47.29732487,24.16039638
Oprea Iuli Forest ,LOG,46.18438796,26.93330645
G.N.D.SLAVY,LOG,45.3116022,25.1674499
Lemn Logistic Sipos Sandominic,LOG,46.689881,25.777044
Ioanis Forest Dobra,LOG,45.757569,23.662727
Valcostmir 2,LOG,47.375214,25.721095
Rapid Forest Sacele,LOG,45.58288955,25.705854
Sibisel,LOG,46.613804,22.469562
Feromat Bujoreni,LOG,45.146653,24.369168
Secu,LOG,47.661862,24.141657
Tomoiaga Complex Tour,LOG,47.653795,24.565295
Silvcor Forest,LOG,46.42123135,26.42168339
Forest Land 5 Taul Dobrusului,LOG,46.628118,23.044218
Silva Anima Sebes,LOG,45.971505,23.55799
Forest Bla,LOG,47.459738,26.147476
Kosz Dobos Vilmos,LOG,46.59385065,25.7792137
Monro Forest,LOG,46.38086736,25.74290854
Dobandi Fa,LOG,46.499568,25.746632
Expotrans Lyk ,LOG,47.04549312,25.49226872
Vag Oil SRL,LOG,45.952,26.55628
HS Timber Productions Reci,LOG,45.854021,25.943857
Alexrin Com,LOG,46.803781,22.198981
Agregate Paltinis,LOG,47.278495,25.377735
Etcu Best Grup,LOG,47.760315,25.852283
Marblet Explo 2,LOG,47.716952,24.447633
OS Rasca,LOG,47.353487,26.195711
Comisul Rucar,LOG,45.57299591,25.21757114
Wood Forest Spedition,LOG,45.4051869,25.1897171
Danlivtrans Expl,LOG,46.9741691,24.9682767
Victoria Grup 99 SRL,LOG,45.344315,23.181271
Florentina Iuli 2,LOG,47.511991,25.23033
Iul  Mar Forest SRL,LOG,45.71881233,27.05527473
Mitmar Forest,LOG,47.1465305,25.4865248
Real Doc Forest Depozit Garda de Sus,LOG,46.459974,22.826346
Danisebfor,LOG,47.762265,25.274847
Sebastian Industries Valea cu Pesti,LOG,45.406692,24.649227
Sebastian Industries Zimbru,LOG,45.405879,24.639272
PDL Radauti,LOG,47.85421268,25.96863946
Silva Anima Intorsura Buzaului,LOG,45.6653252,26.019186
Explo Ruica Cris,LOG,46.7800572,24.9287648
Productie Voina,LOG,46.035794,26.059136
Razvan Termo NIc 2 - Isticeu,LOG,46.766776,24.968251
Bobeica Srl,LOG,47.748951,25.183399
Laszlo Levente,LOG,46.58052,25.792223
Salcomex Prod,LOG,45.169366,24.667608
Radan Serv Rastolita IOD,LOG,46.973989,24.977479
Bellaberg Impex SRL,LOG,47.06452,22.236534
Vladiana CF359 Stancesti,LOG,46.58918,22.517393
Vladiana nr52B Stancesti,LOG,46.5871642,22.5178854
Foristom Birtin,LOG,46.157191,22.637555
Raduant Brod,LOG,47.761716,25.273885
Lavione Tex Calatele,LOG,46.777218,23.005137
Aida Best Valea Soimu,LOG,46.535188,23.168997
Transdragos Bucovina,LOG,47.278157,25.378596
Auto Den Forest,LOG,46.961051,24.905555
Seby Trans,LOG,45.760271,23.978364
Lorenmar,LOG,47.36513,26.245578
Explofuniculare,LOG,47.36543,24.86664
Ticva Trans Forest,LOG,45.497068,26.435468
Foristom Poienii de Jos,LOG,46.612655,22.485386
Aida Best Stana de Vale,LOG,46.689765,22.609739
Vag Oil Dep. Lepsa,LOG,45.9516,26.5734
Altemin Dep. Brosteni,LOG,47.2636111,25.6568112
Cosm SRL,LOG,45.345172,24.2240939
Explo Cheia Rucar dep. Rucar,LOG,45.37328,25.16888
Csont Forest,LOG,46.815534,25.509828
Minagat,LOG,47.72639,25.52364
Sevastian & Betrieb,LOG,47.576275,24.424817
Agrov Unelte,LOG,45.56095,27.12582
Austro Somes Trading Valea Stanei,LOG,47.551225,25.165408
Sorinela,LOG,45.3643017,24.2099015
Foristom Vintu de Jos,LOG,45.973358,23.462318
Exploalis Lunca Visagului,LOG,46.79876,22.744536
Talexpert Forest  Mestera,LOG,46.96848,25.194872
1Csont Forest,LOG,46.815534,25.509828
PDL Gura Humorului,LOG,47.553992,25.936722
Piu Com dep. Comanesti,LOG,46.41008,26.47339
Stefion Trans Dep. Fagaras,LOG,45.8373,25.00472
